Max similarity: 0.546386
Total matches: 15450

score: 0.546386 | segment id: 348 | term: "university" | text: "The university is a big organization."
score: 0.130808 | segment id: 293 | term: "Hawaiʻi Institute of Marine Biology" | text: "If they wanted to go in, oh, let me go look under engineering."
score: 0.130787 | segment id: 422 | term: "Hawaiʻi Commission on National and Community Service" | text: "Did that come out of the tuition funds?"
score: 0.130786 | segment id: 475 | term: "Cancer Center" | text: "So hopefully we can get this off our table."
score: 0.130764 | segment id: 229 | term: "Western Interstate Commission for Higher Education" | text: "There's different places where"
score: 0.130735 | segment id: 145 | term: "Western Interstate Commission for Higher Education" | text: "Hearing none, questions?"
score: 0.130711 | segment id: 83 | term: "Mauna Kea" | text: "Thank you, Chair."
score: 0.130711 | segment id: 139 | term: "Mauna Kea" | text: "Thank you, Chair."
score: 0.130711 | segment id: 193 | term: "Mauna Kea" | text: "Thank you, Chair."
score: 0.130666 | segment id: 471 | term: "community college" | text: "Okay, Senate Bill 1169, House Draft 1."
score: 0.130664 | segment id: 406 | term: "Hawaiʻi Institute of Marine Biology" | text: "When the students hear about that, I'm pretty sure I'll have some more feedback."
score: 0.130641 | segment id: 173 | term: "Western Interstate Commission for Higher Education" | text: "We need everybody together."
score: 0.130640 | segment id: 431 | term: "Hawaiʻi Institute of Marine Biology" | text: "EVEN THOSE STUDENTS WHO ALREADY HAVE THE MAXIMUM AMOUNT OF AID ALLOWABLE BY THE UNIVERSITY, BECAUSE THAT IS..."
score: 0.130638 | segment id: 110 | term: "Mauna Kea" | text: "Question."
score: 0.130629 | segment id: 364 | term: "John A. Burns School of Medicine" | text: "We stand on our testimony in support and Associate Vice President Farah Gomes should be online to ask or answer technical questions related to this bill."
score: 0.130628 | segment id: 461 | term: "Career and Technical Education" | text: "My dyslexia."
score: 0.130623 | segment id: 157 | term: "Post-Secondary Education Commission" | text: "We could have had this working group started."
score: 0.130608 | segment id: 71 | term: "Center on Nursing Advisory Board" | text: "We do have a comment that"
score: 0.130566 | segment id: 218 | term: "Red Hill" | text: "that those two positions be potentially part of this request."
score: 0.130523 | segment id: 141 | term: "Tuition" | text: "We never got lunch."
score: 0.130514 | segment id: 349 | term: "302a-431" | text: "So we would have to look to that would be a different conversation that I haven't had."
score: 0.130490 | segment id: 387 | term: "Hawaiʻi Teacher Standards Board" | text: "And as a student, if I had felt left behind by all that, you know, it would have sucked."
score: 0.130480 | segment id: 45 | term: "Scholarship" | text: "Hopefully this will be the year that we'll pass it."
score: 0.130479 | segment id: 364 | term: "Underground Storage Tanks" | text: "We stand on our testimony in support and Associate Vice President Farah Gomes should be online to ask or answer technical questions related to this bill."
score: 0.130459 | segment id: 195 | term: "Western Interstate Commission for Higher Education" | text: "Any other questions?"
score: 0.130459 | segment id: 320 | term: "Western Interstate Commission for Higher Education" | text: "Any other questions?"
score: 0.130459 | segment id: 352 | term: "Western Interstate Commission for Higher Education" | text: "Any other questions?"
score: 0.130450 | segment id: 407 | term: "Early Learning Board" | text: "But until then."
score: 0.130440 | segment id: 288 | term: "302a-431" | text: "You got to go over the circle."
score: 0.130433 | segment id: 96 | term: "Career and Technical Education" | text: "And if we can develop things here that sequester plants, that sequester greenhouse gases, it can help move us toward our goal of eliminating carbon by 2050."
score: 0.130417 | segment id: 296 | term: "Hawaiʻi Commission on National and Community Service" | text: "whole dashboard just for them to see how successful they might be when they graduate."
score: 0.130409 | segment id: 350 | term: "Western Interstate Commission for Higher Education" | text: "Yes, that's what I'm saying."
score: 0.130401 | segment id: 232 | term: "Center on Nursing Advisory Board" | text: "Shouldn't you as the University of Hawaii have that data and put that data, make it public without us having to put together a bill?"
score: 0.130372 | segment id: 486 | term: "Early Learning Board" | text: "Senator Fevella?"
score: 0.130372 | segment id: 509 | term: "Early Learning Board" | text: "Senator Fevella?"
score: 0.130356 | segment id: 495 | term: "Western Interstate Commission for Higher Education" | text: "Any objections?"
score: 0.130338 | segment id: 433 | term: "Center on Nursing Advisory Board" | text: "NO, WE'RE TALKING..."
score: 0.130335 | segment id: 292 | term: "university" | text: "You can do all of that now just by the departments you guys have."
score: 0.130332 | segment id: 415 | term: "community college" | text: "So Farah, if you're also on there."
score: 0.130332 | segment id: 243 | term: "Athletic" | text: "instead of having us to go and get in positions?"
score: 0.130331 | segment id: 369 | term: "Red Hill" | text: "Sorry about that."
score: 0.130329 | segment id: 501 | term: "Athletic" | text: "And yeah, so we will do that."
score: 0.130292 | segment id: 395 | term: "Hawaiʻi Commission on National and Community Service" | text: "I know money go for the cancer center, money go for other things."
score: 0.130258 | segment id: 92 | term: "Western Interstate Commission for Higher Education" | text: "Hempcrete that you probably heard about."
score: 0.130256 | segment id: 182 | term: "Mauna Kea" | text: "There really is analysis out there that the industry with bamboo and other stuff that we grow here already or plan to grow, it works."
score: 0.130243 | segment id: 102 | term: "College" | text: "And so I'd ask to pass the bill."
score: 0.130243 | segment id: 34 | term: "Athletic" | text: "Mike Nguyen with Aloha Care."
score: 0.130231 | segment id: 74 | term: "Scholarship" | text: "Okay, thank you."
score: 0.130231 | segment id: 81 | term: "Scholarship" | text: "Okay, thank you."
score: 0.130231 | segment id: 440 | term: "Scholarship" | text: "Okay, thank you."
score: 0.130226 | segment id: 355 | term: "university" | text: "Don't go away."
score: 0.130208 | segment id: 142 | term: "487n" | text: "Shucks."
score: 0.130185 | segment id: 280 | term: "Center on Nursing Advisory Board" | text: "So yes, the students definitely have to think through this."
score: 0.130185 | segment id: 61 | term: "community college" | text: "okay thank you for that anyone else wishing to testify on this measure any questions members none we move forward house bill 1185 house draft 2 this is relating to agriculture establishes a plant-base"
score: 0.130182 | segment id: 221 | term: "Hawaiʻi Medical Education Council" | text: "most likely in departments other than our institutional research office they probably do have folks that teach those skills okay so do we have students that probably have those skills potentially and "
score: 0.130182 | segment id: 22 | term: "Board of Regents" | text: "Exactly."
score: 0.130153 | segment id: 3 | term: "Athletic" | text: "And keep in mind that this meeting is being streamed live on YouTube and in the unlikely event that we have"
score: 0.130148 | segment id: 172 | term: "Tuition" | text: "Why do we need the 150?"
score: 0.130134 | segment id: 407 | term: "Red Hill" | text: "But until then."
score: 0.130130 | segment id: 405 | term: "Mauna Kea" | text: "So anyway."
score: 0.130127 | segment id: 59 | term: "Center on Nursing Advisory Board" | text: "So it is a housekeeping measure."
score: 0.130126 | segment id: 50 | term: "304a" | text: "How many times have we gone on this bill?"
score: 0.130122 | segment id: 15 | term: "Post-Secondary Education Commission" | text: "Just a quick question."
score: 0.130119 | segment id: 346 | term: "Hawaiʻi Teacher Standards Board" | text: "positions already that can do this rather than keep adding positions?"
score: 0.130103 | segment id: 42 | term: "Cancer Center" | text: "House Bill 1169, House Draft 1."
score: 0.130098 | segment id: 503 | term: "304a" | text: "Hearing none, Chair votes aye in amending House Bill 1320, House Draft 1."
score: 0.130056 | segment id: 173 | term: "State Departments" | text: "We need everybody together."
score: 0.130051 | segment id: 438 | term: "487n" | text: "THAT ANSWERS MY QUESTION."
score: 0.130051 | segment id: 21 | term: "west oahu" | text: "And you supported that measure as well, right?"
score: 0.130038 | segment id: 52 | term: "Aloha Stadium" | text: "I know, I keep passing it, so I don't know where the bottleneck is on this one."
score: 0.130019 | segment id: 287 | term: "Red Hill" | text: "They told me, you want to do this?"
score: 0.130018 | segment id: 299 | term: "Western Interstate Commission for Higher Education" | text: "I think if I take nursing, I might get one job."
score: 0.130014 | segment id: 302 | term: "Scholarship" | text: "Why would we really, you know, all the stuff that you're saying, there's other ways of finding success and knowing that you'll be successful in the trade."
score: 0.129999 | segment id: 218 | term: "Education Commission of the States" | text: "that those two positions be potentially part of this request."
score: 0.129993 | segment id: 421 | term: "Hawaiʻi Medical Education Council" | text: "So Farrah manages that program, so I'll let her answer that one."
score: 0.129981 | segment id: 446 | term: "Aloha Stadium" | text: "The recommendation, members, is that we insert Senate Bill 673, replace the language in"
score: 0.129964 | segment id: 499 | term: "302a-431" | text: "The concerns raised regarding the data, regarding whether or not this position really is one that we can justify."
score: 0.129962 | segment id: 55 | term: "Education Commission of the States" | text: "We can stand on our testimony."
score: 0.129950 | segment id: 16 | term: "Hawaiʻi Commission on National and Community Service" | text: "So are you aware of our"
score: 0.129949 | segment id: 117 | term: "Hawaiʻi Medical Education Council" | text: "have a bill done to get the manufacturing moving forward."
score: 0.129947 | segment id: 399 | term: "west oahu" | text: "Oh, in general, you mean in general."
score: 0.129931 | segment id: 255 | term: "Western Interstate Commission for Higher Education" | text: "items and i'll defer to all budget issues to my colleague who's in the room but nothing's easy so yeah i'm sure that you know unless unless there's a ask for it and a reason it's always so easy to jus"
score: 0.129891 | segment id: 236 | term: "Hawaiʻi Institute of Marine Biology" | text: "So there are other things in the works that can help us to provide a better data picture than what we have right now."
score: 0.129890 | segment id: 167 | term: "302a-431" | text: "We would need some support to do that extra work."
score: 0.129869 | segment id: 109 | term: "community college" | text: "Thank you for the opportunity to testify."
score: 0.129865 | segment id: 86 | term: "John A. Burns School of Medicine" | text: "We have an opportunity here in Hawaii to develop a homegrown building materials with plants industry with green jobs in both agriculture and production."
score: 0.129851 | segment id: 357 | term: "Hawaiʻi Teacher Standards Board" | text: "You're on the next measure as well."
score: 0.129830 | segment id: 494 | term: "Red Hill" | text: "So any discussion on this, members?"
score: 0.129812 | segment id: 56 | term: "Aloha Stadium" | text: "This is actually really more of a housekeeping bill."
score: 0.129805 | segment id: 438 | term: "Underground Storage Tanks" | text: "THAT ANSWERS MY QUESTION."
score: 0.129802 | segment id: 421 | term: "west oahu" | text: "So Farrah manages that program, so I'll let her answer that one."
score: 0.129801 | segment id: 361 | term: "Hawaiʻi Commission on National and Community Service" | text: "So, Deborah Halbert, you're testifying for the university."
score: 0.129796 | segment id: 420 | term: "Center on Nursing Advisory Board" | text: "Did that come out of those tuition funds?"
score: 0.129784 | segment id: 449 | term: "Education Commission of the States" | text: "Any discussion?"
score: 0.129779 | segment id: 128 | term: "Athletic" | text: "So that's the purpose."
score: 0.129767 | segment id: 9 | term: "Athletic" | text: "This is relating to the University of Hawaii, appropriates funds to the University of Hawaii system for various nursing programs."
score: 0.129750 | segment id: 106 | term: "Candidate Advisory Council" | text: "And he said that a bamboo Hawaii-based timber business could be quite successful with export to the West Coast while addressing the local market as well."
score: 0.129735 | segment id: 433 | term: "304a" | text: "NO, WE'RE TALKING..."
score: 0.129728 | segment id: 395 | term: "Candidate Advisory Council" | text: "I know money go for the cancer center, money go for other things."
score: 0.129725 | segment id: 422 | term: "Center on Nursing Advisory Board" | text: "Did that come out of the tuition funds?"
score: 0.129722 | segment id: 234 | term: "John A. Burns School of Medicine" | text: "Well, some of it, and as you know, there's other bills that are currently under review this session that would give us access to better statewide data because we don't currently have access to all of "
score: 0.129714 | segment id: 466 | term: "Cancer Center" | text: "Senator Hashimoto?"
score: 0.129714 | segment id: 484 | term: "Cancer Center" | text: "Senator Hashimoto?"
score: 0.129714 | segment id: 507 | term: "Cancer Center" | text: "Senator Hashimoto?"
score: 0.129712 | segment id: 201 | term: "Western Interstate Commission for Higher Education" | text: "We stand on our written testimony."
score: 0.129700 | segment id: 140 | term: "Hawaiʻi Institute of Marine Biology" | text: "If I may say, I was in a working group for four years."
score: 0.129696 | segment id: 409 | term: "Underground Storage Tanks" | text: "Not that it's not needed, but I'm just throwing that out there to see what the sense is of the students out there."
score: 0.129685 | segment id: 437 | term: "Aloha Stadium" | text: "IT WOULD BE CURRENT STUDENTS, YES."
score: 0.129681 | segment id: 436 | term: "west oahu" | text: "CORRECT."
score: 0.129680 | segment id: 71 | term: "Hawaiʻi Medical Education Council" | text: "We do have a comment that"
score: 0.129639 | segment id: 491 | term: "Western Interstate Commission for Higher Education" | text: "Again, I don't necessarily think we need a working group."
score: 0.129638 | segment id: 208 | term: "Cancer Center" | text: "Are you here?"
score: 0.129626 | segment id: 459 | term: "302a-431" | text: "Oh, six, three, seven and not six, seven, three."
score: 0.129619 | segment id: 22 | term: "Career and Technical Education" | text: "Exactly."
score: 0.129607 | segment id: 191 | term: "John A. Burns School of Medicine" | text: "Oh, absolutely."
score: 0.129605 | segment id: 41 | term: "Mauna Kea" | text: "hearing none in one zoom hearing none um members any questions um senator favela we are on hb442 just starting is that a trick question it might be you ready for the test okay okay hearing no question"
score: 0.129602 | segment id: 277 | term: "Cancer Center" | text: "developments of dashboards that uh has already done but also why we're shifting to that conversation for these students before they even get there so instead of looking through a course catalog or tak"
score: 0.129596 | segment id: 98 | term: "Mauna Kea" | text: "That's the point of it."
score: 0.129596 | segment id: 172 | term: "Western Interstate Commission for Higher Education" | text: "Why do we need the 150?"
score: 0.129589 | segment id: 208 | term: "Early Learning Board" | text: "Are you here?"
score: 0.129589 | segment id: 146 | term: "Athletic" | text: "So, University of Hawaii, Parliamentary."
score: 0.129585 | segment id: 93 | term: "304a" | text: "And there are biocements that can be used in place of cement."
score: 0.129584 | segment id: 61 | term: "Post-Secondary Education Commission" | text: "okay thank you for that anyone else wishing to testify on this measure any questions members none we move forward house bill 1185 house draft 2 this is relating to agriculture establishes a plant-base"
score: 0.129578 | segment id: 1 | term: "Center on Nursing Advisory Board" | text: "Today is March 11th."
score: 0.129546 | segment id: 210 | term: "Post-Secondary Education Commission" | text: "So one of the things that we were looking at, and you probably know this already, is that under our current strategic plan, we have a new workforce imperative and we hired a new workforce director."
score: 0.129536 | segment id: 271 | term: "Education Commission of the States" | text: "Well, we can't solve the fact that all the young students don't necessarily know what they want to be when they grow up."
score: 0.129534 | segment id: 170 | term: "John A. Burns School of Medicine" | text: "um but we were not focused on this particular aspect and we did not make a request for this we are just answering your questions here okay members any other questions follow up with that um so if we c"
score: 0.129527 | segment id: 403 | term: "John A. Burns School of Medicine" | text: "So if we're not increasing tuition to compensate, the students don't really seem to have an issue."
score: 0.129522 | segment id: 495 | term: "Research Corporation of the University of Hawaiʻi" | text: "Any objections?"
score: 0.129505 | segment id: 52 | term: "487n" | text: "I know, I keep passing it, so I don't know where the bottleneck is on this one."
score: 0.129503 | segment id: 74 | term: "community college" | text: "Okay, thank you."
score: 0.129503 | segment id: 81 | term: "community college" | text: "Okay, thank you."
score: 0.129503 | segment id: 440 | term: "community college" | text: "Okay, thank you."
score: 0.129476 | segment id: 438 | term: "Aloha Stadium" | text: "THAT ANSWERS MY QUESTION."
score: 0.129463 | segment id: 356 | term: "west oahu" | text: "You're the next."
score: 0.129460 | segment id: 34 | term: "Board of Regents" | text: "Mike Nguyen with Aloha Care."
score: 0.129426 | segment id: 150 | term: "Candidate Advisory Council" | text: "um do basically some analysis of what different crops we talked about bamboo we talked about hemp and where we will grow them we have food production as the number one priority right in the state and "
score: 0.129406 | segment id: 278 | term: "Hawaiʻi Institute of Marine Biology" | text: "the kinds of programs we would offer in terms of living wages for the state and other programs we may want to produce in the future based on living wages."
score: 0.129379 | segment id: 230 | term: "487n" | text: "data lives across different data systems."
score: 0.129372 | segment id: 422 | term: "Cancer Center" | text: "Did that come out of the tuition funds?"
score: 0.129363 | segment id: 211 | term: "Education Commission of the States" | text: "But she has no capacity to help fulfill some of the larger postgraduate outcome work that this dashboard sets up."
score: 0.129362 | segment id: 258 | term: "College" | text: "ability to put that in so that it can be taken out by certain areas of the department so we can go forward."
score: 0.129355 | segment id: 346 | term: "Red Hill" | text: "positions already that can do this rather than keep adding positions?"
score: 0.129352 | segment id: 72 | term: "Western Interstate Commission for Higher Education" | text: "we need to develop some baseline data research so that we can be more informed before we develop a larger working group on this."
score: 0.129339 | segment id: 499 | term: "Hawaiʻi Medical Education Council" | text: "The concerns raised regarding the data, regarding whether or not this position really is one that we can justify."
score: 0.129330 | segment id: 102 | term: "Hawaiʻi Teacher Standards Board" | text: "And so I'd ask to pass the bill."
score: 0.129320 | segment id: 228 | term: "Red Hill" | text: "So there are different dashboards."
score: 0.129319 | segment id: 63 | term: "Candidate Advisory Council" | text: "We don't have a name here."
score: 0.129315 | segment id: 79 | term: "Red Hill" | text: "Anybody on Zoom?"
score: 0.129305 | segment id: 279 | term: "304a" | text: "Does that make sense?"
score: 0.129227 | segment id: 16 | term: "university" | text: "So are you aware of our"
score: 0.129214 | segment id: 56 | term: "Center on Nursing Advisory Board" | text: "This is actually really more of a housekeeping bill."
score: 0.129208 | segment id: 37 | term: "John A. Burns School of Medicine" | text: "Okay."
score: 0.129208 | segment id: 307 | term: "John A. Burns School of Medicine" | text: "Okay."
score: 0.129208 | segment id: 351 | term: "John A. Burns School of Medicine" | text: "Okay."
score: 0.129208 | segment id: 358 | term: "John A. Burns School of Medicine" | text: "Okay."
score: 0.129208 | segment id: 359 | term: "John A. Burns School of Medicine" | text: "Okay."
score: 0.129208 | segment id: 365 | term: "John A. Burns School of Medicine" | text: "Okay."
score: 0.129208 | segment id: 367 | term: "John A. Burns School of Medicine" | text: "Okay."
score: 0.129208 | segment id: 425 | term: "John A. Burns School of Medicine" | text: "Okay."
score: 0.129208 | segment id: 428 | term: "John A. Burns School of Medicine" | text: "Okay."
score: 0.129208 | segment id: 477 | term: "John A. Burns School of Medicine" | text: "Okay."
score: 0.129207 | segment id: 58 | term: "Hawaiʻi Institute of Marine Biology" | text: "This bill just consolidates them into one conference center fund statute and then allows for all of the campuses to use a centralized fund."
score: 0.129203 | segment id: 129 | term: "Hawaiʻi Commission on National and Community Service" | text: "That's the only problem for me is that, you know, again, Senator Kim, it will cost money to do it."
score: 0.129177 | segment id: 86 | term: "State Departments" | text: "We have an opportunity here in Hawaii to develop a homegrown building materials with plants industry with green jobs in both agriculture and production."
score: 0.129174 | segment id: 239 | term: "Education Commission of the States" | text: "And so this, as I understand it, is part of what could be that vision."
score: 0.129157 | segment id: 3 | term: "Hawaiʻi Institute of Marine Biology" | text: "And keep in mind that this meeting is being streamed live on YouTube and in the unlikely event that we have"
score: 0.129147 | segment id: 45 | term: "Aloha Stadium" | text: "Hopefully this will be the year that we'll pass it."
score: 0.129144 | segment id: 328 | term: "university" | text: "It costs money."
score: 0.129139 | segment id: 112 | term: "Underground Storage Tanks" | text: "What's the appropriations that you're requiring?"
score: 0.129118 | segment id: 424 | term: "304a" | text: "That came out of UH Foundation funding."
score: 0.129074 | segment id: 344 | term: "Western Interstate Commission for Higher Education" | text: "That's my two cents on this, but any other questions."
score: 0.129070 | segment id: 325 | term: "487n" | text: "We got to figure out when we know, we see what they're throwing away."
score: 0.129064 | segment id: 19 | term: "Aloha Stadium" | text: "Very much so, yes."
score: 0.129063 | segment id: 283 | term: "487n" | text: "I had to take the time out."
score: 0.129062 | segment id: 250 | term: "304a" | text: "Take the balance of the money that don't go out to the."
score: 0.129048 | segment id: 71 | term: "Education Commission of the States" | text: "We do have a comment that"
score: 0.129040 | segment id: 483 | term: "university" | text: "Senator Kucinaga, excused."
score: 0.129024 | segment id: 226 | term: "College" | text: "I'm not sure if you've had a chance to look at any of those databases."
score: 0.129008 | segment id: 501 | term: "Candidate Advisory Council" | text: "And yeah, so we will do that."
score: 0.129007 | segment id: 127 | term: "Early Learning Board" | text: "It could be really productive for Hawaii if we got things moving."
score: 0.129005 | segment id: 419 | term: "Cancer Center" | text: "graduate who was going to attend the University of Hawaii."
score: 0.129004 | segment id: 452 | term: "west oahu" | text: "Any discussion members?"
score: 0.128990 | segment id: 170 | term: "community college" | text: "um but we were not focused on this particular aspect and we did not make a request for this we are just answering your questions here okay members any other questions follow up with that um so if we c"
score: 0.128990 | segment id: 397 | term: "Aloha Stadium" | text: "So as for the students for how we are concerned with funding, pretty much, this would be only used in the event of an emergency."
score: 0.128945 | segment id: 282 | term: "Board of Regents" | text: "Part of my vocational rehab when I got hurt in construction to go out there and see what I wanted to do and go to higher learning or to a trade."
score: 0.128902 | segment id: 368 | term: "John A. Burns School of Medicine" | text: "And we have Ronald Sturgis now."
score: 0.128892 | segment id: 406 | term: "Education Commission of the States" | text: "When the students hear about that, I'm pretty sure I'll have some more feedback."
score: 0.128883 | segment id: 514 | term: "Hawaiʻi Commission on National and Community Service" | text: "Thank you and we are done."
score: 0.128871 | segment id: 306 | term: "Education Commission of the States" | text: "But there is other avenues."
score: 0.128871 | segment id: 13 | term: "Early Learning Board" | text: "And thank you for the opportunity to provide support."
score: 0.128855 | segment id: 242 | term: "west oahu" | text: "So under the data visualization, isn't there ways to get some of the students, like when they do student teaching and teaching and so forth, or internships that don't cost money that the university ca"
score: 0.128842 | segment id: 236 | term: "Western Interstate Commission for Higher Education" | text: "So there are other things in the works that can help us to provide a better data picture than what we have right now."
score: 0.128839 | segment id: 397 | term: "Athletic" | text: "So as for the students for how we are concerned with funding, pretty much, this would be only used in the event of an emergency."
score: 0.128827 | segment id: 496 | term: "community college" | text: "Hearing none, matters deferred."
score: 0.128815 | segment id: 494 | term: "304a" | text: "So any discussion on this, members?"
score: 0.128806 | segment id: 249 | term: "John A. Burns School of Medicine" | text: "No because systems do in fact out of our performance based budgeting."
score: 0.128804 | segment id: 39 | term: "487n" | text: "We have four or five more in support."
score: 0.128796 | segment id: 106 | term: "State Departments" | text: "And he said that a bamboo Hawaii-based timber business could be quite successful with export to the West Coast while addressing the local market as well."
score: 0.128795 | segment id: 217 | term: "Mauna Kea" | text: "So that's why we requested"
score: 0.128794 | segment id: 99 | term: "Education Commission of the States" | text: "And so I hope that you can pass it."
score: 0.128792 | segment id: 458 | term: "487n" | text: "Aye."
score: 0.128792 | segment id: 463 | term: "487n" | text: "Aye."
score: 0.128792 | segment id: 467 | term: "487n" | text: "Aye."
score: 0.128792 | segment id: 469 | term: "487n" | text: "Aye."
score: 0.128792 | segment id: 481 | term: "487n" | text: "Aye."
score: 0.128792 | segment id: 485 | term: "487n" | text: "Aye."
score: 0.128792 | segment id: 487 | term: "487n" | text: "Aye."
score: 0.128792 | segment id: 508 | term: "487n" | text: "Aye."
score: 0.128792 | segment id: 510 | term: "487n" | text: "Aye."
score: 0.128787 | segment id: 178 | term: "Board of Regents" | text: "It's automatic."
score: 0.128785 | segment id: 442 | term: "Hawaiʻi Commission on National and Community Service" | text: "Okay, members, that is the end."
score: 0.128757 | segment id: 175 | term: "university" | text: "should have been hawaii should have been the head capital of the world but we're not for whatever reason and they already got the analysis they know that hemp can remediate the earth that has poisonou"
score: 0.128755 | segment id: 366 | term: "304a" | text: "Yes, there she is."
score: 0.128746 | segment id: 156 | term: "Scholarship" | text: "And, you know, you're waiting for this bill all this time."
score: 0.128737 | segment id: 283 | term: "Hawaiʻi Teacher Standards Board" | text: "I had to take the time out."
score: 0.128725 | segment id: 310 | term: "Scholarship" | text: "because my parents never went."
score: 0.128712 | segment id: 105 | term: "Scholarship" | text: "and said that he got familiar with the market opportunities, logistics, and other challenges for a timber business in Hawaii."
score: 0.128712 | segment id: 261 | term: "Candidate Advisory Council" | text: "Then we've got to pay for two more people to come and do the program."
score: 0.128708 | segment id: 85 | term: "John A. Burns School of Medicine" | text: "Ted Bowen on behalf of the Hawaii Reef and Ocean Coalition and the Climate Protectors Hawaii in strong support of this bill."
score: 0.128686 | segment id: 326 | term: "Career and Technical Education" | text: "You know, we can ask the kids in the classroom, what do you like?"
score: 0.128663 | segment id: 20 | term: "Mauna Kea" | text: "It's the same."
score: 0.128656 | segment id: 224 | term: "Board of Regents" | text: "There are different databases that do it."
score: 0.128648 | segment id: 285 | term: "Western Interstate Commission for Higher Education" | text: "I had to go and circle how much jobs are being asked for that."
score: 0.128645 | segment id: 414 | term: "Research Corporation of the University of Hawaiʻi" | text: "And if we could get Farah back on, she'll have some of the technical answers to this one."
score: 0.128630 | segment id: 23 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 24 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 36 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 60 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 75 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 138 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 194 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 219 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 318 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 319 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 353 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 354 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 441 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 470 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128630 | segment id: 488 | term: "Research Corporation of the University of Hawaiʻi" | text: "Thank you."
score: 0.128621 | segment id: 45 | term: "304a" | text: "Hopefully this will be the year that we'll pass it."
score: 0.128620 | segment id: 110 | term: "Early Learning Board" | text: "Question."
score: 0.128615 | segment id: 99 | term: "Western Interstate Commission for Higher Education" | text: "And so I hope that you can pass it."
score: 0.128609 | segment id: 73 | term: "Red Hill" | text: "And that's what we respectfully request."
score: 0.128602 | segment id: 461 | term: "Western Interstate Commission for Higher Education" | text: "My dyslexia."
score: 0.128595 | segment id: 124 | term: "487n" | text: "We have people talking about bamboo."
score: 0.128585 | segment id: 391 | term: "Cancer Center" | text: "As I understand it, that account is used primarily just to run the university's operations as well as the general funding by Greg."
score: 0.128573 | segment id: 337 | term: "Hawaiʻi Commission on National and Community Service" | text: "it's all there you go to chat gpt you type this they give you everything you want to know and then some um so it's like i don't know if if this is the best use of the funding is whatever and i would h"
score: 0.128569 | segment id: 165 | term: "Education Commission of the States" | text: "Why don't we do it?"
score: 0.128563 | segment id: 53 | term: "Athletic" | text: "Okay, thank you, Chair."
score: 0.128554 | segment id: 497 | term: "Athletic" | text: "moving on to house bill 1320 house draft one this is requiring the university of hawaii to collect and analyze and publicly report certain graduate outcome data members i'm kind of torn on this measur"
score: 0.128552 | segment id: 169 | term: "Aloha Stadium" | text: "And, you know, yes, this is also important."
score: 0.128529 | segment id: 182 | term: "Aloha Stadium" | text: "There really is analysis out there that the industry with bamboo and other stuff that we grow here already or plan to grow, it works."
score: 0.128525 | segment id: 244 | term: "Underground Storage Tanks" | text: "Yes, I mean, and we have a graduate student right now that we're paying for with a foundation fund or money that we've raised through the Strata account on postgraduate outcomes in internships."
score: 0.128515 | segment id: 252 | term: "Aloha Stadium" | text: "Was able to get $4,000,000 so I would think that this would be one of those areas where some of that funding can be used because that."
score: 0.128500 | segment id: 330 | term: "302a-431" | text: "And, you know,"
score: 0.128479 | segment id: 327 | term: "Early Learning Board" | text: "But no, we got to go to a web page or we got to go to an app and then we got to analyze the app and then we got to do all of those things."
score: 0.128475 | segment id: 223 | term: "Career and Technical Education" | text: "I mean, that's something that you are, like you said, you already do some of that, right?"
score: 0.128474 | segment id: 89 | term: "community college" | text: "plant materials that can be turned into building materials, such as clumping bamboo that grows really fast."
score: 0.128454 | segment id: 379 | term: "west oahu" | text: "Lately, these tuition special fund that takes all the student tuition have come under fire for various using the funds for various other things other than related to possibly students directly."
score: 0.128446 | segment id: 449 | term: "Scholarship" | text: "Any discussion?"
score: 0.128440 | segment id: 486 | term: "John A. Burns School of Medicine" | text: "Senator Fevella?"
score: 0.128440 | segment id: 509 | term: "John A. Burns School of Medicine" | text: "Senator Fevella?"
score: 0.128437 | segment id: 6 | term: "Tuition" | text: "Just a reminder, we have a one-minute time limit per testifier."
score: 0.128433 | segment id: 38 | term: "Center on Nursing Advisory Board" | text: "Thank you very much."
score: 0.128433 | segment id: 412 | term: "Center on Nursing Advisory Board" | text: "Thank you very much."
